judul,label,isi_berita,url
"Viral Detik-detik Anies Baswedan Terperosok ke Selokan, Ucapan Perempuan Disorot",METRO,"GELORA.CO - Momen Gubernur DKI Jakarta, Anies Baswedan yang terperosok ke selokan menjadi viral. Peristiwa ini terjadi saat Anies sedang melakukan blusukan di salah satu kawasan ibu kota.Video detik-detik Anies terjatuh itu dibagikan oleh akun Twitter @heeburan. Hingga berita ini dipublikasikan, video sedikitnya telah disaksikan 12 ribu kali, di-retweet 230 kali dan mendapatkan 425 tanda suka.""Ups. Kasihan Pak Anies,"" tulis akun ini sebagai keterangan Twitter seperti dikutip Suara.com, Sabtu (11/9/2021).Dalam video, Anies sedang melakukan kunjungan kerja di salah satu kawasan DKI Jakarta. Kedatangannya itu disambut massa dan sejumlah wartawan.Anies kemudian berjalan dengan didampingi sejumlah pengawal. Jalanan yang dilewati orang nomor satu di DKI Jakarta itu sendiri cukup sempit.Pasalnya, di sisi kanan terdapat tenda yang begitu panjang sehingga memakan tempat luas. Sedangkan di sisi kiri terdapat selokan.Anies yang melewati jalan sempit itu sampai harus berjalan mepet di dekat selokan. Hal ini disebabkan karena ia berjalan bersama rombongan staf yang mendampinginya.Selain itu, padatnya warga sampai wartawan yang menyambut di depannya membuat pergerakannya tidak leluasa. Anies juga berusaha membalas sambutan warga dan tidak fokus melihat jalan.Alhasil, ia tidak sadar jika kakinya sudah melangkah ke selokan. Anies pun hampir terperosok ke dalam selokan. Beruntung, sejumlah petugas menangkap tubuhnya sebelum jatuh.Mantan Menteri Pendidikan dan Kebudayaan (Mendikbud) itu pun tidak sampai tersungkur. Ia hanya terlihat seperti sedang tersandung berkat bantuan orang-orang di sisinya.Momen itu semakin mendapatkan sorotan warganet akibat ucapan perekam video. Perekam video itu terdengar meminta Anies berhati-hati setelah jatuh.""Hati-hati,"" kata perempuan yang merekam video tersebut.Ucapan itu langsung menuai beragam komentar warganet. Mereka menilai seharusnya pesan itu disampaikan saat Anies belum terjatuh.Sementara itu, sebagian warganet lainnya justru menuliskan komentar kocak mengenai selokan tersebut.""Sudah jatuh baru ngomong hati-hati,"" komentar warganet.""Kebiasann latahnya orang Indonesia, udah kejadian baru nyuruh hati-hati. Coba di Amerika,"" tambah yang lain.""Itu got bisa pidana berapa tahun ya?"" tanya warganet.""Salah gotnya kenapa ada disitu,"" timpal lainnya.""Siapa yang narok got disitu?"" celutuk warganet.""Yang salah got nya itu kenapa ditaruh di situ,"" tulis warganet.""Tangkep pak gotnya,"" sahut warganet. [suara]
Ups..... 🙈🙊🙉Kasihan Pak Anies. 😭 pic.twitter.com/CjdOpgtZ4P— ︎︎𝚄 𝙽 𝙼 𝙰 𝙽 𝙵 𝙰 𝙰 𝚃 ︎ ︎ ︎ (@unmanfaat) September 11, 2021 ",https://www.gelora.co/2021/09/viral-detik-detik-anies-baswedan.html
"Pengacara Luhut: Haris Azhar Tak Minta Maaf, Kami Akan Tempuh Jalur Hukum",HUKUM,"GELORA.CO - Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Pandjaitan mensomasi Haris Azhar dari Lokataru dan Fatia Maulidiyanti dari KontraS gara-gara muatan tayangan kanal YouTube Haris Azhar. Somasi dinilai tidak direspons dengan baik oleh Haris dan Fatia.""Jawaban somasi belum sesuai dengan substansi yang kami inginkan, yakni meminta maaf dan tidak mengulangi perbuatan mereka,"" kata pengacara Luhut, Juniver Girsang, kepada wartawan, Sabtu (11/9/2021).Surat jawaban somasi dari Haris dan Fatia diterima Juniver pada Rabu (8/9). Pihak Luhut merasa jawaban itu belum sesuai harapan.""Dengan isi somasi, karena niat baik dan penghargaan yang sudah kami ajukan belum direspons secara baik dan benar, tentu kami akan mencari keadilan dan kepastian hukum melalui proses hukum juga,"" kata Juniver.Kepastian mengenai proses hukum akan dirembuk dengan Luhut terlebih dahulu pada pekan ini. Opsinya, pihak Luhut akan memberi kesempatan kembali kepada Haris dan Fatia untuk memperbaiki jawaban somasi atau pihak Luhut akan menggugat secara hukum dan melaporkan ke polisi.""Untuk itu, kami akan segera mendiskusikan kepada klien. Minggu depan kami akan diskusi lebih lanjut, apakah kita segera buat laporan dan tidak menutup kemungkinan gugatan perdata, karena pencemaran itu sudah mencederai nama baik kehormatan klien kami dan keluarganya,"" kata Juniver.Tayangan YouTube yang dipermasalahkan adalah 'Ada Lord Luhut di Balik Relasi Ekonomi-Ops Militer Intan Jaya'. Konten itu dianggap telah menebar fitnah kepada Luhut terkait persoalan bisnis tambang di Papua.Haris Azhar memberikan jawaban somasi itu kepada Luhut. Surat jawaban itu dikirim pada Rabu (8/9) kemarin melalui pengacara Haris Azhar, Nurkholis Hidayat. Jawaban somasi itu juga dikirimkan oleh Nurkholis kepada detikcom, Rabu (8/9/2021) malam. Pihak Haris Azhar menantang Luhut diskusi di YouTube.""Kami menyesalkan apabila terdapat penafsiran lain atau berbeda atas maksud baik klien kami dalam video a quo. Namun, untuk mendudukkan masalah ini secara lebih jelas, dan menghindari kesalahpahaman, serta sekaligus sebagai wujud dari iktikad baik, kami mengundang Sdr Luhut Binsar Pandjaitan dan/atau rekan-rakan sebagai kuasa hukumnya untuk bertemu dan membahas persoalan ini secara bermartabat dan proporsional. Undangan pertemuan akan kami susulkan segera,"" kata Nurkholis, mengutip jawaban somasi Haris Azhar itu.Kuasa hukum Fatia, Julius Ibrani, menyebut apa yang dilakukan Fatia selaku Koordinator KontraS adalah tugas kelembagaan untuk advokasi publik berbasis riset tentang kondisi di Papua. KontraS secara kelembagaan, menurutnya, memiliki rekam jejak yang panjang dan valid dalam melakukan pengawasan dan kontrol terhadap jalannya pemerintahan, termasuk secara khusus di Papua.""Luhut sebagai pejabat negara seharusnya merespons dengan sarana dan ruang yang bersifat publik, seperti diskusi, klarifikasi, dan lain-lain. Bukan dengan somasi yang bernuansa personal. Sudah salah kaprah di situ,"" kata Julius dalam keterangan resmi dari Tim Advokasi #Bersihkan Indonesia, Selasa (31/8). [detik]",https://www.gelora.co/2021/09/pengacara-luhut-haris-azhar-tak-minta.html
Jokowi Tolak Wacana Presiden 3 Periode tapi Biarkan Pendukung Berkampanye,POLITIK,"GELORA.CO - Presiden Joko Widodo hingga saat ini masih menolak wacana penambahan masa jabatan presiden yang belakangan ramai. Namun demikian, presiden tidak melarang para pendukungnya jika menyuarakan presiden tiga periode.Jurubicara Presiden Jokowi, Fadjroel Rachman mengatakan, aspirasi penambahan masa jabatan presiden adalah kebebasan berpendapat yang tidak bisa dilarang.""Kami sama sekali tak mencampuri urusan terkait pernyataan (3 periode). Itu kan kebebasan berpendapat para pendukung,"" kata Fadjroel dalam diskusi bertajuk ""Amandemen UUD 1945, Untuk Apa?"" pada Sabtu siang (11/9).Pada dasarnya, wacana tersebut merupakan hak konstitusional masyarakat. Pihaknya tidak akan melarang sepanjang tidak melanggar hukum dan tidak langgar aturan undang-undang yang berlaku.""Tapi beliau (Jokowi) sudah sampaikan sikap politik, hendaknya siapa pun yang mendukung beliau itu tegak lurus dengan Pak Jokowi. Itu yang kami harapkan,"" tandasnya.Di sisi lain, Wakil Ketua MPR RI Fraksi PKB, Jazilul Fawaid memandang wacana presiden tiga periode ramai diperbincangkan karena sengaja digaungkan oleh pendukung Joko Widodo meski bukan skala besar.""Faktanya ada kelompok kecil dan itu dikenal sebagai pendukung Pak Jokowi yang mengampanyekan 3 periode. Dan itu yang menjadi soal menurut saya!"" kata Jazilul dalam diskusi yang sama. [rmol]",https://www.gelora.co/2021/09/jokowi-tolak-wacana-presiden-3-periode.html
"Geruduk Acara Demokrat Kubu Moeldoko, Iti Jayabaya: Ini Banten, Bung!",POLITIK,"GELORA.CO - Beredar undangan pelaksanaan HUT Partai Demokrat dengan kop surat pendiri partai, yang salah satu rangkaian acaranya tertera nama Kepala Staf Presiden (KSP) Moeldoko. Kegiatan ini juga mencatut nama salah seorang pendiri Partai Demokrat.Kegiatan ini direncanakan berlangsung di sebuah hotel kawasan Tangerang Selatan, Banten, pada Jumat malam, 10 September 2021, pukul 19.00 WIB tadi.Menyikapi hal tersebut, beberapa saat sebelum acara dimulai, Ketua DPD Partai Demokrat Provinsi Banten, Iti Jayabaya yang didampingi ratusan kader menggeruduk lokasi tempat diselenggarakannya peringatan HUT Partai Demokrat versi Moeldoko itu.“Ini Banten, Bung! Jangan coba-coba ganggu kedaulatan dan kehormatan partai kami dengan acara illegal yang provokatif seperti ini. Pemerintah telah nyata-nyata menolak mengesahkan KLB illegal Deli Serdang, lantas mengapa masih ada pihak yang terang-terangan melawan pemerintah?” tegas Iti, Jumat (10/9).Bupati Lebak ini mengatakan, setelah difasilitasi oleh pihak kepolisian dan manajemen hotel, akhirnya spanduk dan backdrop acara berhasil diturunkan sebelum acara dimulai.“Seharian kita berkumpul, mencoba menegosiasikan apa yang kita inginkan terhadap marwah partai kita yang kita cintai. Alhamdulillah tadi mereka sudah melakukan kesepakatan untuk membubarkan dan mencopot atribut Demokrat yang berada di lokasi acara,” katanya.Selain dibantu para kader, pencopotan atribut Partai Demokrat di lokasi acara juga dibantu oleh Polres Tangerang Selatan. Apresiasi juga disampaikan kepada pihak kepolisian yang turun tangan dengan sigap mentertibkan atribut tersebut karena pihak penyelenggara tidak bisa menunjukkan surat pemberitahuan.Iti mengucapkan terima kasih dan apresiasi kepada para kader atas kesigapan dan loyalitas dalam menjaga kedaulatan dan kehormatan Partai Demokrat.[jawapos]",https://www.gelora.co/2021/09/geruduk-acara-demokrat-kubu-moeldoko.html
Kubu Moeldoko Sayangkan PD Bubarkan HUT di Banten: Tak Bermoral!,POLITIK,"GELORA.CO - Demokrat Kubu Moeldoko menyayangkan tindakan Partai Demokrat (PD) pimpinan Agus Harimurti Yudhoyono (AHY) yang membubarkan acara hari jadi Demokrat ke-20 di Tangerang, Banten. Kubu Moeldoko menilai tindakan PD pimpinan AHY membabi buta dan mengangkangi demokrasi.Kubu pendukung Moeldoko, Darmizal awalnya menyinggung terkait penyelenggara acara HUT Partai Demokrat ke-20 di Tangerang. Dia menyebut penyelenggaraan acara itu tidak melibatkan Moeldoko.""Penyelenggara acara HUT Partai Demokrat ke-20 tanggal 10 September 2021 di Tangerang, Banten adalah pendiri partai demokrat, bukan DPP Partai Demokrat pimpinan Moeldoko. Karena itu, tuduhan yang menyebut Moeldoko terlibat di acara HUT Partai Demokrat tersebut adalah tuduhan fitnah, membabi buta, kehilangan akal sehat dan mengangkangi demokrasi,"" kata Darmizal dalam keterangannya kepada wartawan, Sabtu (11/9/2021).Tak hanya itu, Darmizal juga menyinggung sesuai fakta sejarah dan akte pendirian partai, Demokrat seharusnya merayakan HUT pada 10 September kemarin. Karena itu, Dia menilai tindakan penggerudukan oleh pihak AHY sebagai tindakan tidak bermoral dan bermental partai.""Kubu SBY-AHY seharusnya menghormati dan menghargai para pendiri partai yang melakukan Tasayakuran Dwi Dasawarsa PD di Tangerang, Banten. Merayakan HUT Partai Demokrat tanggal 10 September itu adalah sesuai fakta sejarah, sesuai akte pendirian partai, sesuai keinginan pendiri untuk meluruskan sejarah ulang tahun pendirian partai tanggal 10 September, bukan tanggal 9 September. Menggeruduk kegiatan Syukuran Dwi Dasawarsa Partai Demokrat, sungguh tindakan tak bermoral, bar bar dan bermental preman,"" ucapnya.""Tidakhanya memanipulasi tanggal ulang tahun partai, tetapi juga memanipulasi nama pendiri partai dari 99 orang menjadi hanya 2 orang dan memasukkan nama SBY sebagai pendiri partai. Padahal, di akte pendirian itu tidak ada nama SBY sama sekali. Memanipulasi sejarah itu adalah tindakan tidak terpuji, tidak beretika, tidak beradab dan tidak mempraktekkan demokrasi yang sehat,"" lanjutnya.Lebih lanjut, Darmizal kembali menyinggung tindakan SBY yang hendak menguasai partai untuk keluarganya hingga mendaftarkan partai ke Ditjen Kekayaan Intelektual Kemenkumham sebagai properti pribadi. Dia menyebut para pendiri Demokrat telah membesarkan pohon benalu.""Para pendiri telah memilih bibit unggul itu, merawat, membesarkan, memupuk dan bahkan menjaganya sampai besar dan berbuah. Ternyata yang dibesarkan itu adalah pohon benalu,"" ujarnya.Dia lantas kembali meluruskan bahwa acara yang diadakan pihaknya kemarin merupakan kegiatan para pendiri partai. Dia menyebut Moeldoko menghargai dan menghormati acara tersebut.""Kegiatan HUT di Tangerang Banten adalah murni kegiatan pendiri partai yang meluruskan sejarah. Pak Moeldoko sangat menghargai dan menghormati apa yang dilakukan pendiri. Pak Moeldoko juga sangat menghargai dan menghormati undangan pendiri partai yang ditujukan kepada DPP Partai Demokrat KLB Deli Serdang. Pak Moeldoko menghimbau semua pihak untuk mempraktekkan demokrasi yang sehat, tidak kehilangan akal sehat, tidak membabi buta dan tidak main fitnah dan hoak,"" tuturnya.Demokrat Sebut Acara Kubu Moeldoko IlegalKetua DPD Partai Demokrat (PD) Banten, Iti Octavia Jayabaya, ikut menggeruduk acara HUT PD kubu Moeldoko. Dia menyebut acara tersebut ilegal dan bersifat provokatif.""Ini Banten, Bung! Jangan coba-coba ganggu kedaulatan dan kehormatan partai kami dengan acara ilegal yang provokatif seperti ini. Pemerintah telah nyata-nyata menolak mengesahkan KLB illegal Deli Serdang, lantas mengapa masih ada pihak yang terang-terangan melawan pemerintah?"" kata Iti, Jumat (10/9/2021).Acara tersebut, katanya, salah satu rangkaian acaranya akan diisi sambutan dari Kepala Staf Presiden (KSP) Moeldoko. Iti didampingi ratusan kader mendatangi lokasi acara di sebuah hotel di Tangerang Selatan, Banten, Jumat (10/9/2021) pukul 19.00 WIB.Iti mengatakan pihaknya bersama aparat kepolisian juga menurunkan spanduk yang terpasang di sekitar lokasi. Acara tersebut pun dibubarkan.""Pada hari ini, seharian kita berkumpul, mencoba menegosiasikan apa yang kita inginkan terhadap marwah partai kita, yang kita cintai dan alhamdulillah tadi mereka sudah melakukan kesepakatan untuk membubarkan dan mencopot atribut Demokrat yang berada di lokasi acara,"" kata Bupati Lebak ini.(detik)",https://www.gelora.co/2021/09/kubu-moeldoko-sayangkan-pd-bubarkan-hut.html
"Dosen Selalu Matikan Kamera Saat Ngajar Kuliah Online, Kisah di Baliknya Pilu",PERISTIWA,"GELORA.CO - Penerapan sekolah hingga kuliah virtual hingga saat ini masih dijalankan di beberapa daerah di Tanah Air selama pandemi COVID-19. Bahkan, kisah lucu dan mengharukan kerap beredar di media sosial selama sekolah via zoom mulai dari jenjang SD hingga perkuliahan.Kini, kisah mengharukan kembali terjadi saat sekolah virtual yang diunggah oleh wanita bernama Nandini Catra Nabilah. Di akun TikTok pribadinya, ia membagikan kisah dosennya bernama Edi Prasetyo Nugroho yang selalu menonaktifkan kamera zoom selama perkuliahan.""Punya dosen yang dari awal perkuliahan nggak pernah on cam. Tapi, beliau sempat bilang di pertemuan pertama perkuliahan yang intinya 'ambillah ilmu sebanyak-banyaknya. Jangan sia-siakan waktu kalian karena mungkin saya tinggal menunggu waktu dipanggil oleh yang maha kuasa,"" bunyi tulisan di video tersebut.Dalam ceritanya, Dini menyebut bahwa dari awal perkuliahan, dosennya tersebut tidak pernah mengaktifkan kamera zoom. Hal itulah yang membuat dirinya dan teman-teman selalu penasaran dengan dosen yang bersangkutan.Pasalnya, si dosen disebut tidak pernah membeberkan secara detail mengapa dirinya selalu menonaktifkan kamera zoom miliknya selama perkuliahan. Hingga kemudian, pada suatu hari saat perkuliahan berlangsung, dosen tersebut tak sengaja mengaktifkan kamera zoom-nya.Dalam video yang diunggah, tampak dosen itu ternyata dalam keadaan sakit. Selang alat bantu pernapasan tampak menempel di wajahnya saat perkuliahan berlangsung. Tak ayal, Dini dan teman-temannya sontak terkejut melihat keadaan dosen mereka tersebut.""Ternyata selama ini Bapak Edi sakit. Mungkin ini alasan dari beliau off cam supaya mahasiswanya tidak terfokus pada keadaannya di sana. Beliau nggak pernah mengeluhkan soal kondisinya dan tetap semangat mengisi perkuliahan,"" bunyi lanjutan tulisan di video TikTok itu.Malu dan kasihan merupakan hal yang dirasakan oleh Dini saat mengetahui bahwa selama ini dosennya itu ternyata tidak melupakan tugasnya sebagai pengajar meski dalam kondisi sakit. Bahkan, ia pun mengaku merasa malu lantaran kerap malas belajar jika membandingkan dirinya dengan perjuangan dosen Edi tersebut.Kisah dosen itu seakan menampar Dini yang mengaku kerap mengeluh selama menjalani perkuliahan secara daring. Kini, semenjak dibagikan di TikTok pada Kamis (9/9/2021), video itu ramai diperbincangkan publik Tanah Air. Banyak yang terharu dan memuji dosen yang bersangkutan lantaran tidak melupakan tugasnya sebagai dosen meski dalam kondisi sakit. Tidak hanya itu saja, sejumlah warganet juga turut mendoakan dosen Edi tersebut agar diberi kesembuhan.Terlepas dari itu, video tersebut telah dilihat 4,1 juta kali dan disukai 851.5oo pengguna TikTok. Beragam tanggapan dilontarkan warganet, mulai dari komentar haru hingga memuji dosen tersebut.""Kok aku sedih. Semoga bapak dosennya sehat terus,"" tulis @Olive.""Pak Edi, lelahmu jadi saksi. Usahamu jadi bakti. Dalam sakitmu masih sempat mengabdi. Membagi ilmu untuk kami, terima kasih,"" sahut @ayomsattt.""Panjang umur bapak dosen yang baik hati huhu. Semoga cepat sembuh bapak baik,"" timpal @1safirausman. [kumparan]
  @eccediary Sehat selalu Bapak, terima kasih sudah mendedikasikan waktu dan semangatnya untuk mengajar✨ #bcaxyz #bcazxy ♬ You Are Enough - Sleeping At Last   ",https://www.gelora.co/2021/09/dosen-selalu-matikan-kamera-saat-ngajar.html
"Pria Tak Mampu Bayar RS Cuma Punya Rp 70 Ribu, Aksi Pasutri Dermawan Bikin Warganet Mewek",PERISTIWA,"GELORA.CO -  Sebuah video yang memperlihatkan aksi sepasang pasutri membantu pria yang kesusahan membayar biaya rumah sakit viral di media sosial.Dalam video yang diunggah oleh akun Instagram @ncy_angelahendriks, Jumat (11/9/2021) tampak seorang pria dengan ekspresi wajah resah di depan kasir rumah sakit di Manado.Pasutri tersebut lantas menanyakan persoalan apa yang dihadapi pria itu hingga tampak panik dan mondar-mandir di depan kasir.""Terdengar suara bapak ke kasir 'saya nggak mampu mbak, tunggu ya mbak', sambil si bapak menuju ke bawah sambil menelfon,"" tulis wanita pemilik akun tersebut, dikutip suara.com, Senin (11/9/2021).Wanita tersebut dan suaminya melihat petugas kasir menelepon pihak security agar pria yang tak mampu membayar itu tak meninggalkan rumah sakit.""Si bapak panik mondar-mandir lagi di kawal security. Lalu tanpa berkata apa-apa lagi, saya berkata kepada @ andy.rompas999 .. PA BANTU DIA,"" tulsinya lagi.Kekurangan biaya RS Rp 280 ribuSetelah ditanya apa permasalahan bapak tersebut, diketahui bahwa ia tak mampu membayar biaya rumah sakit sebesar Rp. 280.000. Sedangkan ia hanya memiliki uang sebesar Rp 70 ribu saja.""Lalu @ andy.rompas999 mendatangi si bapak untuk bertanya ada apa. Setelah bertanya ternyata si bapak kekurangan uang untuk bayar RS sebesar 280 Ribu. Sisa uang dia hanya 70 ribu,"" tulisnya lagi.""Tanpa bertanya lebih beliau langsung mengajaknya ke kasir. Lalu beliau bertanya ke kasir berapa semua biaya Dokter, berapa biaya obat-obatan dia. Si bapak bingung dan tidak tau mau bicara apa-apa lagi. Dia Menangis dan memeluk suami,"" sambungnya.Berniat beri uang Rp 70 ribuSetelah semua biaya dibayarkan, pria tersebut menangis dan langsung memeluk orang yang menolongnya. Ia bahkan sempat berniat memberikan uang yang ia miliki, namun ditolak. ""Setelah semua sudah terbayarkan, si bapak menangis dan bingung. Sambil mengeluarkan uangnya sisa 70 ribu yang sudah lecek, untuk di berikan ke kita, tapi kita tolak,"" ujar wanita tersebut.Tanggapan warganetMelihat video tersebut, para warganet lantas menuliskan beragam komentar. Sebagian besar dari mereka mengaku terharu melihat kebaikan hati pasutri itu.""Salah satu perbuatan yang harus dicontoh,"" komentar salah seorang warganet.""Selalu mewek kalau melihat kebaikan-kebaikan yang ditebar,"" ujar warganet lain.""Indahnya sesama insan manusia saling mengasihi. Panjang umur kebaikan,"" komentar salah seorang warganet.""Aduh mau nangis aku lihatnya sis, sampai terharu banget sis. Peluk erat kamu sis, gbu sis,"" sahut salah satu warganet.""Nggak bisa lihat begini, pecah tangis,"" ujar warganet lain.""Bacanya aja terharu,"" komentar salah seorang warganet. [suara]
         Lihat postingan ini di Instagram            Sebuah kiriman dibagikan oleh NCY_Angelahendriks🌹 (@ncy_angelahendriks) ",https://www.gelora.co/2021/09/pria-tak-mampu-bayar-rs-cuma-punya-rp.html
PA 212 Yakin Habib Rizieq Tetap Punya Pengaruh Kuat di Pilpres 2024 Meski Sedang Ditahan,POLITIK,"GELORA.CO - Persaudaraan Alumni (PA) 212 meyakini bahwa meski raga Habib Rizieq Shihab (HRS) terkurung di balik jeruji besi, namun hal itu tak menghalangi pengaruhnya di Pilpres 2024.Ketua PA 212, Aminudin sangat yakin bahwa HRS masih punya banyak simpatisan. Aminudin mengatakan, hal itu bisa dilihat dari kerumunan massa yang menghadiri sidang putusan hukum perkara HRS.""Saya pikir HRS sangat karismatik, jadi, wajar bila pengikutnya setia. Kasus yang menjerat HRS pun dinilai zalim bagi mereka (pendukung HRS, red),"" ujar Aminudin.Aminudin juga menyoroti dugaan permainan politik dalam penangkapan HRS. Menurutnya ada pihak yang ketakutan dengan kekuatan HRS.""Ya, banyak pandangan tentang kekuatan pengikut HRS. Jadi, partai politik pun banyak yang ingin meminang HRS,"" tuturnya.Ia pun meyakini bahwa kekuatan politik HRS tetap akan memengaruhi jumlah suara di Pilpres 2024 mendatang. Untuk itu, Aminudin mengatakan bahwa meski HRS ditahan, para pendukungnya tetap setia dan menunggu perintah.""Meski Habib Rizieq Shihab ditahan, kekuatan memengaruhi politik akan tetap diperhitungkan pada 2024,"" ujarnya. [indozone]",https://www.gelora.co/2021/09/pa-212-yakin-habib-rizieq-tetap-punya.html
"Megawati Berpesan ke Kadernya: Jangan Berpikir Cari Untung atau Korupsi, Malu Saya",POLITIK,"GELORA.CO - Kader PDI Perjuangan diminta selalu solid menyatukan diri dengan gerakan partai dan tidak mencari untung dengan bergabung di partai.""Harus solid menyatukan diri dengan partai. Harus ikut aturan partai. Bagi yang tak mau silakan mundur dari partai,"" ujar Ketua Umum PDI Perjuangan Megawati Soekarnoputri.Saat memberikan pengarahan, Megawati didampingi Bendahara Umum PDIP Olly Dondokambey dan Ketua PDIP Eriko Sotarduga dari kediaman Megawati di Jalan Teuku Umar, Jakarta Pusat.""Bung Karno menyebut kita sekumpulan orang yang menjadi orang politik, membangun organisasi politik. Kita berjuang membantu rakyat, bukan diri sendiri,"" kata Megawati.Dalam arahannya, Megawati meminta kepada para kader untuk merenung dan bertanya pada diri sendiri.""Disiplinkah saya. Tanya diri sendiri. Kalau nggak disiplin gimana orang lain bisa didisiplinkan. Mana mungkin orang akan menghormati kamu kalau kamu tak disiplin,"" ujar Megawati.Dia mengingatkan kader PDIP era sekarang berada dalam situasi yang lebih enak dibanding di zaman perjuangan menghadapi represi Orde Baru. Oleh sebab itu, kader diharapkan untuk bekerja lebih keras dan tidak malas.Megawati juga mengingatkan kader bahwa partai bukanlah perusahaan untuk mencari keuntungan. Maka, jangan jadi benalu yang mengisap induknya yaitu partai, tetapi turunlah ke bawah dan membantu rakyat.""Jadilah pahlawan PDIP yang mau dan mampu membela rakyat kecil. Tak usah berpikir besar, dengan memberi makan dengan tanganmu yang ikhlas itu akan dicatat. Jadi jangan berpikir untuk mencari untung atau korupsi. Jangan, malu saya,"" kata Megawati pula.Pada bagian lainnya, Megawati mengimbau kader untuk paham sejarah bangsa dan proses menuju kemerdekaan.Megawati menghabiskan sekitar 1 jam untuk menyampaikan nasihat dan arahan kepada 65 peserta kader madya yang mengikuti pendidikan, dan pengurus partai se-Indonesia yang mengikuti acara secara virtual. [suara]",https://www.gelora.co/2021/09/megawati-berpesan-ke-kadernya-jangan.html
"Diajak Jalan-jalan ke Jakarta, 4 Siswi SMA Jayapura Diduga Dip*rkosa Politikus-Pejabat Kementerian",PERISTIWA,"GELORA.CO - Empat orang siswi di Jayapura, Papua, diduga menjadi korban pemerkosaan yang dilakukan politikus dan pejabat salah satu kementerian. Polisi menyebut korban dan terduga pelaku pem*rkosaan sudah berdamai.Informasi soal pemerkosaan empat orang siswi SMA di Jayapura itu viral di media sosial (medsos). Empat siswi SMA di Jayapura, Papua, itu disebut diculik hingga diperkosa oknum politikus dan pejabat salah satu kementerian.Kasus ini disebut bermula saat empat siswi itu diajak seseorang berjalan-jalan ke Jakarta. Kepergian mereka itu disebut tidak diketahui keluarga masing-masing siswi.Dalam tweet viral itu, peristiwa pemerkosaan disebut terjadi pada pertengahan April 2021. Para korban disebut diiming-imingi mendapatkan uang dari terduga pelaku yang akan dibayarkan pada Juni 2021.Para korban disebut diculik dan dianiaya. Para korban disebut dipaksa minum alkohol hingga diintimidasi untuk mengikuti kemauan para terduga pelaku.Setelah dipaksa minum alkohol sampai tidak sadarkan diri, salah satu korban diduga mengalami kekerasan seksual dari oknum pejabat. Mereka disebut dilarang memberitahukan aksi bejat itu kepada siapa pun, termasuk keluarga.Meski demikian, para keluarga korban mengetahui kejadian itu setelah mendengar desas-desus korban berangkat ke Jakarta. Keluarga, yang didampingi pengacara, melaporkan kejadian itu ke polisi.Namun, masih berdasarkan cerita dari cuitan itu, keluarga korban dan pengacara mendapat ancaman dari pelaku dan aparat. Mereka disebut dipaksa mencabut laporan polisi dari Polda Papua.Oknum Polsek Heram dituding terlibat mengintimidasi keluarga korban dan pengacara. Keluarga korban mengaku sudah dipanggil ke Polresta Jayapura untuk melakukan mediasi.Kabid Humas Polda Papua Kombes Ahmad Musthofa Kamal membenarkan informasi dalam tweet viral itu. Kamal menyebut terduga pelaku dan korban sudah berdamai.""Kasus ini sudah pernah ditangani Polresta (Jayapura). Pihak-pihak telah berdamai,"" ujar Kamal saat dimintai konfirmasi, Sabtu (11/9/2021).Kamal tidak merinci lebih lanjut peristiwa ini. Dia hanya mengatakan kasus dugaan penculikan dan pemerkosaan itu masih didalami.""Saat ini sedang didalami lagi,"" ucapnya. [detik]",https://www.gelora.co/2021/09/diajak-jalan-jalan-ke-jakarta-4-siswi.html
