judul,label,isi_berita,url
"Tak Terima Kiai Disebut Koruptor Hibah Ponpes, Gubernur Banten: Saya Akan Bongkar Semua",NASIONAL,"GELORA.CO - Kasus korupsi hibah pondok pesantren (Ponpes) yang disebut-sebut melibatkan para oknum kiai membuat Gubernur Banten Wahidin Halim geram.Mantan Walikota Tangerang ini justru balik menuding selama ini aktor pemotongan dana hibah Ponpes adalah para calo-calo, baik di dalam maupun diluar pemerintahan.""Jangan ramai-ramai menuding kiai itu koruptor, kiai itu tidak ada yang koruptor. Tanpa bantuan kita juga mereka sudah punya. Ya jangan terlalu tega dengan kiai, kasihan para kiai,"" ujar pria yang karib disapa WH ini kepada awak media di Kota Serang, Selasa (25/5).Meski begitu, WH tak menampik jika ada oknum yang mengatasnamakan kiai untuk memanfaatkan program bantuan dana hibah ponpes tahun anggaran 2018 hingga 2020.""Kalau ada juga itu bukan para pemilik pesantren, itu calo-calo. Calo-calo itu sudah ada dari zaman dulu,"" katanya, dikutip Kantor Berita RMOLBanten.Sejauh ini, WH mengakui, dirinya sudah mengantongi nama-nama pemotong dana hibah Ponpes yang hingga saat ini masih berkeliaran.""Suatu saat saya akan bongkar semua itu. Para kiai tidak pernah korupsi atau motong uang,"" tegasnya.Berdasarkan laporan yang diterima, WH membeberkan calo-calo program bantuan hibah ponpes bekerja secara sendiri-sendiri, tidak melibatkan organisasi.""Mereka itu bekerja sendiri, kalau ada yang kemarin ada tenaga sukarela itu motong enggak pakai otak ya itu pakai otak dia sendiri. Otak di balik itu emang preman,"" ungkap WH.Untuk itu, WH juga mempersilakan Kejati untuk membongkar secara tuntas dan tidak akan melakukan intervensi apapun atas pengusutan kasus tersebut.""Saya tidak akan intervensi. Silahkan saja, karena saya menghormati proses hukum dan menghormati Kejaksaan, enggak ada saya punya pikiran-pikiran intervensi,"" pungkasnya.Kejati Banten kini telah menetapkan 5 orang tersangka dalam kasus tindak pidana korupsi hibah Ponpes.Dari kelima tersangka itu tiga di antaranya yang berinisial ES, AS, dan AG adalah tenaga honorer di Pemprov Banten. Sementara dua tersangka lain berinisial IS dan TS merupakan eks pejabat Kesra Setda Pemrpov Banten(RMOL)",https://www.gelora.co/2021/05/tak-terima-kiai-disebut-koruptor-hibah.html
"Prediksi Ekonomi 8 Persen Sri Mulyani Mengada-ada, Banggar Lebih Sepakat Dengan Jokowi",EKBIS,"GELORA.CO - Proyeksi pertumbuhan ekonomi yang disampaikan Menteri Keuangan, Sri Mulyani Indrawati, ditanggapi Badan Anggaran (Banggar) DPR RI.Ketua Banggar DPR RI, Said Abdullah mengatakan, pihaknya tidak sepakat dengan optimisme Sri Mulyani yang memprediksi pertumbuhan ekonomi Indonesia pada kuartal kedua tahun 2021 mencapai 7,1 persen hingga 8,3 persen.Pasalnya, dia melihat dari sejumlah indikator yang menunjang pertumbuhan ekonomi tahun ini, di antaranya pertumbuhan di sektor pariwisata, kuliner, hingga ekspor dan impor masih belum pulih.Meskipun di sisi yang lain, Said Abdullah tidak menutup mata bahwa indikator konsumsi, ekspektasi konsumen, dan Purchasing Manager Index (PMI), pertumbuhannya cukup meningkat.“Tapi Kalau optimisme pemerintah sampai di 8,3 persen di kuartal kedua nampaknya, menurut pandangan saya, belum. Karena ini ledakannya pada kuliner, wisata, ekspor, impor. Maka hitungan saya tidak lebih dari 7 persen,” ucap Said kepada Kantor Berita Politik RMOL usai rapat paripurna, Gedung Nusantara II, Komplek Parlemen, Senayan, Selasa (25/5).Justru, Politisi PDI Perjuangan ini memiliki prediksi yang serupa dengan Presiden Joko Widodo. Di mana dia memperkirakan pertumbuhan ekonomi kuartal kedua tahun ini berada di angka 6,9 persen.Alasan yang Said Abdullah sampaikan cukup sederhana, yakni dia menganggap pemulihan ekonomi nasional di tahun ini masih belum meningkat secara signifikan.Maka dari itu, dia meyakini ekonomi kuartal kedua, jika ingin tumbuh tinggi, maka pemerintah harus mendongkrak pertumbuhan sektor kuliner dan juga pariwisata. Dengan begitu, prediksi Sri Mulyani tidak mengada-ngada, karena dengan dua sektor tersebut daya beli masyarakat bisa berkontribusi maksimal.""Bahkan hitungan saya, saya berani katakan itu di 6,4 sampai 6,9 persen saja,” tandasnya.(RMOL)",https://www.gelora.co/2021/05/prediksi-ekonomi-8-persen-sri-mulyani.html
Kuasa Hukum Bersyukur Mabes Polri Sigap Hadirkan Dokter Untuk Habib Rizieq Shihab,HUKUM,"GELORA.CO - Penasihat hukum Habib Rizieq Shihab (HRS), Azis Yanuar, mengapresiasi kesigapan Mabes Polri yang memperhatikan kesehatan kliennya selama berada di dalam Rumah Tahanan (Rutan).Hal itu disampaikan Azis menjelang sidang vonis HRS yang akan digelar di Pengadilan Negeri (PN) Jakarta Timur, Kamis lusa (27/5).""Ya hari ini alhamdulillah dari pihak Mabes Polri rutin menyediakan dokter supaya Habib Rizieq itu kondisinya pulih lagi, karena sempat maraton sidangnya kemarin sampai malam, sampai jam 12, kurang tidur,"" ujar Azis di ruang sidang perkara bansos sembako Covid-19 di Pengadilan Tindak Pidana Korupsi (Tipikor) pada Pengadilan Negeri Jakarta Pusat, Selasa (25/5).Azis pun bersyukur karena pihak Rutan Mabes Polri sigap memperhatikan kesehatan HRS selama menjadi tahanan.""Alhamdulillah dari Rutan Mabes Polri menyiapkan dokter yang sigap, tadi juga saya dapat update akan ada pemeriksaan dokter hari ini,"" pungkas Azis.(RMOL)",https://www.gelora.co/2021/05/kuasa-hukum-bersyukur-mabes-polri-sigap.html
Betapa Sulitnya Pemerintah Keluar Dari Resesi,KOLOM," OLEH: SALAMUDDIN DAENG Mau lanjut bingung, mau menyerah malu, mau bikin terobosan dikangkangi oligarkiPENERIMAAN negara menurun tapi beban utang naik itu masalah besar. Masalah datang dari beban APBN yang makin berat buat bayar bunga dan risiko gagal bayar yang makin besar, sehingga akan mendorong suku bunga makin tinggi.Utang ke depan akan makin sulit. Sumber utang hanya mungkin diperoleh dari pasar komersial, bunganya pasti mencekik. Apalagi utang untuk mengatasi wabah, investor akan membacanya sebagai utang yang tidak produktif, sehingga mereka akan meminta imbal hasil yang tinggi.Upaya pemerintah menaikkan penerimaan dengan menggenjot pajak PPh dan PPN akan memukul penerimaan itu sendiri. Karena ini akan memperlemah produksi dan konsumsi.Kenaikan pajak bersamaan dengan kenaikan suku bunga adalah pukulan bagi ekonomi. Kebijakan semacam ini tidak dikenal di manapun di dunia, di mana bunga dan pajak naik bersamaan. Ini akan mencelakai ekonomi.Dengan demikian maka tugas pemerintah fokusnya pada mengatasi resesi, keluar dari zona pertumbuhan negatif. Namun ini tidak mudah jika kabinetnya masih menghadapi conflict of interest yang tinggi.Kebijakan tidak akan punya orientasi penguatan ekonomi tapi penyelamatan oligarki. Ini bahaya.(Penulis adalah pengamat ekonomi politik dari Asosiasi Ekonomi Politik Indonesia (AEPI)",https://www.gelora.co/2021/05/betapa-sulitnya-pemerintah-keluar-dari.html
"Enam Hari Himpun Donasi Untuk Palestina, Ustaz Adi Hidayat Berhasil Kumpulkan Rp 30 Miliar",NASIONAL,"GELORA.CO - Donasi untuk Palestina yang dikumpulkan Ustaz Adi Hidayat melalui Ma'had Islam Rafiatul Akhyar (MIRA) telah mencapai puluhan triliun rupiah.Dalam sebuah video berdurasi 1.16 detik yang diupload akun Twitter@Xp0se_, Ustaz Adi menyampaikan detail angka donasi masyarakat yang sudah diterimanya untuk Bangsa Palestina.""Bahwa dalam rentang enam hari, kita membuka untuk mengumpulkan donasi dari seluruh lapisan masyarakat yang kami buka terkumpul sejumlah Rp 30.880.110.889,54 (Rp 30,8 miliar),"" ujar Ustaz Adi Hidayat dikutip Selasa (25/5).Lebih lanjut, Ustaz Adi Hidayat menyampaikan terima kasih kepada seluruh masyarakat Indonesia yang sudah mau menyumbangkan sebagian hartanya untuk membantu masyarakat Palestina yang tengah menghadapi gencatan senjata dengan Israel.""Alhamdulillah. Dan semoga ini menjadi awal langkah keberkahan harta kita di hadapan Allah SWT. Dan apa yang bisa kita jawab saat dihisab, setidaknya bisa berkontribusi pada nilai-nilai ibadah,"" tutupnya.(RMOL)",https://www.gelora.co/2021/05/enam-hari-himpun-donasi-untuk-palestina.html
Yulius Panon yang Ditemukan Tewas di Bengawan Solo Rencananya Konser Besok,PERISTIWA,"GELORA.CO - Sempat hilang, musisi asal Yogyakarta, Yulius Panon Pratomo (44), ditemukan tewas hanyut di Bengawan Solo, Kabupaten Sragen, Jawa Tengah. Kedatangannya ke Solo ternyata ialah untuk menggelar konser musik daring di Taman Budaya Jawa Tengah (TBJT) Solo pada Rabu, 26 Mei 2021 besok.Yulius dan rombongan kelompok Nafsigira tiba di Solo pada Sabtu (22/5) malam. Mereka lalu menginap di sanggar Nafsigira di Kelurahan Kemlayan, Solo, yang juga sekaligus tempat mereka latihan untuk konser musik rohani itu.Manajer Yulius, Antonia Filicia Esa Rindi, mengatakan Yulius terakhir terlihat pada Minggu (23/5) dini hari, sekitar pukul 01.00 WIB. Esa bangun tidur pukul 04.00 WIB dan sudah tidak mengetahui keberadaan Yulius.""Mas Yus kan tidak begitu tahu jalan Solo, saya coba cari keliling ke tempat yang sekiranya dilalui, tapi nggak ketemu. Ponselnya ditinggal. Saya cek juga nggak ada janjian dengan orang lain,"" kata Esa saat dijumpai di Sanggar Nafsigira, Kemlayan, Solo, Selasa (25/5/2021).Sehari setelah menghilang, kemudian ada kabar penemuan mayat hanyut di Bengawan Solo, Sragen. Setelah melalui pengecekan sidik jari, jenazah tersebut dipastikan sebagai Yulius.Esa mengaku tidak mengetahui penyebab hanyutnya Yulius. Sebab hari-hari sebelumnya, kata Esa, pria 44 tahun itu tidak menunjukkan tanda-tanda aneh.""Memang ini mengagetkan, karena hari-hari sebelumnya tidak ada yang aneh. Tiba-tiba ada kejadian ini, makanya kami kaget,"" ujar dia.Persiapan Konser Yulius PanonAda empat karya bikinan Yulius yang akan dibawakan dalam konser mini orkestra. Saat itu, Yulius masih menyelesaikan aransemen lagunya.Dalam menyelesaikan lagu, Yulius memang sering keluar rumah untuk mencari inspirasi. Esa pun sempat menduga Yulius hanya pergi untuk mencari inspirasi.""Biasanya memang beliau cari inspirasi, naik motor keliling, pulang lalu ditulis,"" katanya.""Tapi memang kali ini saya lihat teks-teks Mas Yus itu sudah disiapkan rapi. Ada teks untuk cello, biola, flute. Biasanya beliau menaruh teks berantakan,"" ujar dia.Menurutnya, konser ini sudah disiapkan sejak April 2021. Hingga akhir hayatnya, Yulius masih terlihat sibuk mengurus persiapan konser, termasuk berkoordinasi dengan kru-kru lain.Sementara itu, istri Yulius, Elisabet Retno Kawuri Budiman, mengatakan bahwa suaminya memang hidup dengan musik. Namun Yulius tetap tidak lupa dengan tanggung jawab sebagai kepala keluarga.""Dia itu hidupnya di musik dan dapur. Selain musik, memang dia suka memasak,"" kata Elis.Elis juga mengatakan bahwa tidak ada keanehan sebelum Yulius meninggal. Dia pun menyerahkan kasus itu kepada kepolisian.""Dia bukan orang yang suka menutupi masalah, tapi pasti menceritakan di waktu yang tepat. Tapi kemarin tidak ada yang aneh,"" katanya.""Kalau pemeriksaan awal kan memang infonya (Yulius Panon) murni tenggelam. Kami masih menunggu hasil autopsi dari polisi. Kami enggan berspekulasi. Kami serahkan kepada polisi,"" pungkasnya.(dtk)",https://www.gelora.co/2021/05/yulius-panon-yang-ditemukan-tewas-di.html
Doni Monardo dan Mereka yang Dipercaya Lintas Rezim,POLITIK,"GELORA.CO - Doni Monardo diganti dari jabatannya sebagai Kepala BNPB karena akan memasuki usia pensiun TNI. Doni termasuk orang yang pernah bekerja di dua era pemerintahan. Tak hanya Doni, sejumlah tokoh juga pernah bekerja di dua era pemerintahan.Sebagaimana diketahui, Doni awalnya dipercaya menjadi Wadanjen Kopassus pada era pemerintahan Presiden Susilo Bambang Yudhoyono. Pada April 2012, Doni mengikuti pendidikan PPSA XVIII di Lemhannas. Hanya empat bulan di Lemhannas, Doni dipromosikan menjadi Danpaspampres.Selanjutnya, Doni Monardo dilantik sebagai Kepala BNPB pada 9 Januari 2019, yakni pada era Presiden Joko Widodo (Jokowi). Doni dilantik langsung oleh Presiden Joko Widodo (Jokowi).Menteri di Dua Era PemerintahanTak hanya Doni, sejumlah tokoh juga pernah bekerja di dua era pemerintahan. Berikut ini daftarnya:1. Luhut Binsar PandjaitanLuhut termasuk orang yang sudah malang melintang di pemerintahan sejak zaman Presiden BJ Habibie. Pada masa BJ Habibie, Luhut pernah menjadi Dubes RI untuk Singapura usai pensiun dari TNI. Dia kemudian dilantik menjadi Menteri Perindustrian dan Perdagangan pada tahun 2000 era pemerintahan Presiden Abdurrahman Wahid (Gus Dur).Selanjutnya, pada masa pemerintahan Presiden Jokowi, Luhut pernah menduduki beragam posisi di kabinet. Dari Kepala KSP, Menkopolhukam, dan kini menjabat Menteri Koordinator Kemaritiman dan Investasi (Menko Marves).2. Sri MulyaniSri Mulyani Indrawati juga termasuk orang yang pernah bekerja di dua era pemerintahan. Sri Mulyani memulai karier di kabinet pada era Presiden SBY dengan menjadi Kepala Bappenas pada 2004. Dia kemudian diangkat menjadi Menko Bidang Perekonomian pada 2008. Setelah tak menjabat di kabinet, Sri Mulyani pernah menjadi Direktur Pelaksana Bank Dunia.Sri Mulyani kembali duduk di kabinet setelah dilantik menjadi Menteri Keuangan oleh Presiden Jokowi pada 2016. Sri Mulyani kembali ditunjuk menjadi Menteri Keuangan sampai saat ini.3. Suharso MonoarfaSelanjutnya, ada nama Suharso Monoarfa yang pernah menjadi Menteri Perumahan Rakyat Indonesia pada 2009. Suharso dilantik oleh Presiden SBY.Kemudian pada masa Presiden Jokowi, Suharso dilantik menjadi anggota Dewan Pertimbangan Presiden. Dia lantas diangkat menjadi Menteri Perencanaan Pembangunan Nasional pada 2019.4. Muhammad LutfiMuhammad Lutfi juga termasuk orang yang bekerja di dua era pemerintahan. Presiden SBY pada 2005 mengangkat Lutfi menjadi Kepala Badan Koordinasi Penanaman Modal (BKPM) Indonesia. Lima tahun kemudian, dia ditunjuk presiden menjadi Duta Besar untuk Jepang dan Federasi Mikronesia. Lutfi menjadi orang termuda yang menjabat posisi Kepala BKPM dan Kedubes. Dia lantas ditunjuk menjadi Mendag pada 2014.Pada era Presiden Jokowi, M Lutfi kembali diangkat menjadi Mendag pada 23 Desember 2020.(dtk)",https://www.gelora.co/2021/05/doni-monardo-dan-mereka-yang-dipercaya.html
"Puluhan Jurnalis Palestina Diblokir WhatsApp, Diduga Terkait Dengan Hamas",GLOBAL,"GELORA.CO - Puluhan jurnalis Palestina mengungkap bahwa akun WhatsApp mereka diblokir setelah Israel dan Hamas menyepakati gencatan senjata yang berlaku mulai Jumay (21/5) pukul 2 dini hari.Diberitakan oleh AFP, tidak lama setelah gencatan senjata, dua jurnalis AFP di biro Kota Gaza menerima pemberitahuan di WhatsApp dalam bahasa Arab yang menyatakan bahwa akun mereka telah diblokir.Pemberitahuan yang sama juga didapatkan oleh sejumlah jurnalis lainnya di Yerusalem, Tepi Barat, dan Gaza. Menurut wakil presiden Sindikat Jurnalis Palestina Tahseen al-Astall, sekitar 100 jurnalis di Gaza diblokir dari WhatsApp.Jurnalis Al Jazeera mengatakan akun mereka telah dipulihkan setelah mereka mengajukan keluhan kepada Facebook, pemilik WhatsApp.Aplikasi perpesanan WhatsApp biasanya digunakan oleh jurnalis Gaza untuk mendapatkan pernyataan Hamas.Bahkan, dikutip dari AP, 17 jurnalis di Gaza mengaku mereka pernah menjadi bagian dari grup WhatsApp yang berfungsi menyebarkan informasi terkait operasi militer Hamas.Hamas sendiri telah dinyatakan sebagai kelompok teroris oleh Uni Eropa dan Amerika Serikat.Jurubicara WhatsApp mengatakan perusahaan melarang akun karena melanggar kebijakannya.Pusat Pengembangan Media Sosial Arab mengatakan pihaknya telah mendokumentasikan 500 kasus pelanggaran hak digital Palestina dari 6 hingga 19 Mei. Termasuk penghapusan, pengurangan, hingga pembatasan akun dan konten.Sekitar 50 persen dari laporan ini adalah tentang Instagram, 35 persen Facebook, 11 persen Twitter, dan 1 persen TikTok.""Perusahaan tidak memberikan penjelasan untuk penghapusan atau penangguhan di mayoritas tanggapan mereka kepada pengguna. Namun, alasan yang diajukan kepada pengguna termasuk ujaran kebencian, pelanggaran standar komunitas, permintaan bukti identitas, dan lain-lain,"" jelas laporan tersebut.(RMOL)",https://www.gelora.co/2021/05/puluhan-jurnalis-palestina-diblokir.html
"Utang Banten Rp 4,1 Triliun ke PT SMI Dilanjut, Bagaimana Bayarnya?",NASIONAL,"GELORA.CO - Pinjaman Rp 4,1 triliun ke PT Sarana Multi Infrastruktur (SMI) oleh Pemprov Banten dipastikan akan berlanjut sebagai bagian dari program Pemulihan Ekonomi Nasional atau PEN. Padahal, sebelumnya pemprov mengirimkan nota keberatan karena bunga 6,19 persen.Gubernur Wahidin Halim memastikan pinjaman ini terus jalan. Skema pembayarannya disusun, salah satunya bagaimana memanfaatkan Dana Alokasi Khusus (DAK) dan Dana Alokasi Umum (DAU) dari pemerintah pusat.""Pinjaman SMI ini ada berbagai pendekatan. Kita uji kalau ini kita ambil semua kemampuan kita bisa nggak bayar utang. Tapi dalilnya bahwa kita bayar utang dari DAK atau DAU atau hak-hak kita,"" kata Wahidin di Serang, Selasa (25/5/2021).Kemudian, pemanfaatan utang itu digunakan berdasarkan kebutuhan. Proyek yang dibiayai dari utang harus punya unsur kepentingan masyarakat. Serta apakah proyek berjalan cukup waktu atau tidak dari pembiayaan utang.""Bagaimana gerak dan dinamika di masing-masing OPD, (proyek) lelang belum, agenda terpenuhi nggak. Itu kemarin kita konsolidasi dalam hal teknis,"" ujar Wahidin.Pihak DPRD juga ia sebut menyetujui rencana pinjaman dilanjutkan. Mereka menyetujui skema yang ditawarkan termasuk bagaimana cara membayarnya.""Masyarakat ngeluh (utang), itu representasinya sudah, dewan representasi masyarakat. Akan memberatkan? Tidak. Sudah dihitung oleh kita dan akan saya pertanggungjawabkan,"" kata Wahidin.Di tempat sama Kepala BPKAD Banten Rina Dewiyanti menambahkan beberapa proyek yang didanai utang SMI juga sudah tertuang di APBD 2021. Dalam waktu dekat akan dilakukan rapat koordinasi teknis bersama SMI dan Kemenkeu mengenai proyek yang akan didanai oleh utang.""Sebagaimana disampaikan gubernur, kami sudah berkirim surat dan mengajukan permohonan kepada SMI dengan pola Rp 4,1 triliun. Nanti apakah semua yang diusulkan Pemprov Banten ini dapat disetujui, itu nanti berdasarkan hasil verifikasi karena ini tidak hanya Pemprov Banten saja yang mengajukan ke SMI, makanya dilakukan verifikasi apakah eligible tidak,"" tutur Rina.(dtk)",https://www.gelora.co/2021/05/utang-banten-rp-41-triliun-ke-pt-smi.html
Mantan Pimpinan KPK Duga Firli Bahuri Bohong Soal Minta BAP Tanjungbalai,HUKUM,"GELORA.CO - Mantan pimpinan Komisi Pemberantasan Korupsi (KPK) Bambang Widjojanto menduga Ketua KPK Firli Bahuri berbohong soal permintaan Berita Acara Pemeriksaan kasus suap di Tanjungbalai. Pria yang akrab disapa BW ini mengatakan KPK tak mengenal istilah Berita Acara Ekspose.“SOP penindakan tidak mengenal nomenklatur Berita Acara Ekspose,” kata BW panggilan akrab Bambang Widjojanto lewat keterangan tertulis, Senin, 24 Mei 2021.Sebelumnya, Plt Juru Bicara KPK Ali Fikri mengklarifikasi mengenai dugaan bahwa Firli melalui sekretarisnya meminta BAP kasus suap Wali Kota Tanjungbalai M. Syahrial ke penyidik KPK Stepanus Robin Pattuju. Menurut Ali, itu merupakan miskomunikasi. Ali bilang pimpinan KPK pada 5 Mei 2021 sedang menyelenggarakan rapat untuk membahas kasus Tanjungbalai.Sekretaris Firli, Jeklin Sitinjak kemudian diperintah untuk meminta dokumen mengenai hasil rapat ekspose pimpinan KPK era Agus Rahardjo tentang kasus ini. Bukannya meminta Berita Acara Ekspose, sekretaris Firli malah meminta Berita Acara Pemeriksaan ke salah satu Kasatgas yang menangani kasus. “Oleh karena yang diminta berita acara ekspose, maka email tersebut diabaikan,” kata Ali.Atas tanggapan itu, BW menduga permintaan Berita Acara Ekspose bisa jadi hanya alibi untuk mengelak adanya permintaan BAP Syahrial. “Alibi seperti ini justru dapat dituding sebagai fitnah, berupa kebohongan yang sangat nyata oleh Ketua KPK,” kata dia.BW mengatakan permintaan itu bisa jadi bertentangan dengan Peraturan KPK. Dia mengatakan dalam keputusan Pimpinan KPK Nomor KEP-562A/01-20/05/2016 tentang Standar Prosedur Baku (SOP) Kedeputian Bidang Penindakan tidak mengenal nomenklatur Berita Acara Ekspose.Untuk menghindari kabar simpang siur ini, BW menyarankan agar Ketua KPK menjelaskan dengan menunjukkan pasal atau aturan yang menjelaskan mengenai BA Ekspose. ""Kalau tidak bisa, kata dia, maka jangan menyalahkan bila ada dugaan kebohongan dalam pernyataan itu,"" ujarnya.Belakangan, Ali Fikri mengatakan bahwa Sekretaris Ketua KPK hanya keliru menggunakan istilah. Dia mengatakan Sekertaris Firli itu memakai istilah Berita Acara Ekspose. Karena itulah, maka justru yang dikirim adalah Berita Acara Pemeriksaan. Ali mengatakan istilah yang benar yang harusnya digunakan adalah hasil ekspose. Dalam dokumen itu memuat informasi mengenai daftar hadir, pendapat masing-masing pimpinan dan kesimpulan ekspose. “Memang tidak ada judul surat berita acara ekspose,” kata dia. []",https://www.gelora.co/2021/05/mantan-pimpinan-kpk-duga-firli-bahuri.html
