judul,label,isi_berita,url
"Kereta Cepat Jakarta-Bandung, Anggota DPR: Beroperasi 40 Tahun Aja Masih Rugi",EKBIS,"GELORA.CO -  Komisi VI DPR/RI meminta kepada PT Kereta Api Indonesia (Persero) atau KAI agar segera melakukan audit dan melaporkan temuannya kembali soal pembengkakan biaya proyek Kereta Cepat Jakarta-Bandung sebelum menyetujui usulan Penyertaan Modal Negara atau (PMN) yang diajukan senilai Rp4,1 triliun.Anggota Komisi VI DPR/RI Andre Rosiade menjelaskan persoalan ini memang harus segera diselesaikan karena pemerintah ingin bisa mengoperasikan proyek ini secara mulus menjelang perayaan G20 pada 2022 bersama dengan Presiden China Xi Jinping. Komisi VI mendukung upaya percepatan penyelesaian proyek tersebut tetapi juga harus dipastikan isntrumen pendaaan yang diperlukan tersedia.""Kalau untuk segera bisa menyelesaikannya ya memang opsinya PMN tapi kan masih terbentur aturan. Kalau perbankan atau pinjaman rasamya sulit karena kelaikan proyek ini setelah 40 tahun operasi saja masih rugi,"" ujarnya, Sabtu (18/9/2021).Menurutnya, audit investigasi juga perlu dilakukan karena proyek tersebut terbentur aturan dalam Pasal 4 Ayat (2) Peraturan Presiden No. 107/2015 tentang Percepatan Penyelenggaraan Prasarana dan Sarana Kereta Cepat antara Jakarta Bandung yang menyebutkan bahwa Pelaksanaan penugasan sebagaimana dimaksud dalam Pasal 1 tidak menggunakan dana dari Anggaran Pendapatan dan Belanja Negara serta tidak mendapatkan jaminan Pemerintah.""Makanya kami minta ke KAI audit investigasi. Kemarin KAI kan setuju soal itu dan konsultasi juga meminta Badan Pengawas Keuangan supaya ada pertanggung jawaban atas dana yang digunakan,” imbuhnya.Di luar itu, dia juga meminta KAI menggunakan rel kereta produksi dalam negeri dalam rencana pengerjaan proyek kereta cepat Jakarta-Bandung. Ia mengaku kecewa dengan keputusan 7 kontraktor yang memilih menggunakan 100 persen rel kereta impor.“Apa belum mampu kita bikin relnya? Inikan pekerjaan yang sederhana bikin rel. Apa Indonesia tidak mampu membikin rel sehingga kita impor dari China. Ini kan bicara TKDN. Ini kan yang gampang bikin rel, besi gitu doang, malah harus impor. Nah jadi kita harus buktikan sebutan TKDN itu ya dan ini, relnya harus buatan kita,” jelasnya.Menanggapi persoalan audit dan pembengkakan biaya, Sekretaris perusahaan KCIC Mirza Soraya menyampaikan untuk menekan biaya tambahan pada proyek Kereta Cepat Jakarta-Bandung perlu dilakukan secara bertahap agar bisa menjadi mirip dengan kisaran biaya awal.""Kemudian apakah biaya akan ditutup melalui pendanaan alternatif, mencari pinjaman persoalan ini, masih dalam pembahasan dengan sponsor dan lender,"" ujarnya.[bisnis]",https://www.gelora.co/2021/09/kereta-cepat-jakarta-bandung-anggota.html
"Jokowi Pernah Janji Buyback, Merger Indosat-3 Malah Bikin Saham RI Berkurang",EKBIS,"GELORA.CO - Perusahaan telekomunikasi yang saham-nya pernah dijanjikan Jokowi akan dibeli lagi (buyback), PT Indosat Tbk (ISAT), mengikat kesepakatan untuk merger dengan PT Hutchison 3 Indonesia (Tri Indonesia). Salah satu konsekuensi dari merger itu, saham Pemerintah Indonesia akan makin berkurang.Janji Jokowi membeli balik saham Indosat, diungkapkan pada debat Pilpres 2014. Saat itu Jokowi menjawab pertanyaan dari penantangnya, calon presiden Prabowo Subianto, soal langkah yang akan diambil terhadap Indosat. ""Ke depan harus kita buyback saham Indosat, ambil kembali saham jadi milik kita sendiri. Oleh karena itu, ke depan pertumbuhan ekonomi kita harus di atas 7 persen,"" kata Jokowi. Sebelumnya pada 2002 di masa pemerintahan Presiden Megawati, saham operator telekomunikasi nasional itu dijual ke SST Telecom Ltd, Singapura. Padahal menurut Prabowo, saat itu Indosat memiliki peran strategis, karena punya dua posisi geostasioner di atas wilayah udara. Belakangan, SST Telecom Ltd menjual lagi saham mereka ke Ooredo, Qatar. Sementara janji buyback saham Indosat itu sendiri, hingga kini belum terealisasi. Demikian juga pertumbuhan ekonomi 7 persen, yang disebut Jokowi jadi prasyarat untuk pembelian balik saham tersebut. Saham Pemerintah RI di Indosat Berkurang Lagi Bahkan kini, merger Indosat dengan 3 (Tri) akan membuat saham Pemerintah Indonesia berkurang lagi. PT Indosat Tbk (ISAT) atau Indosat Ooredo sepakat merger dengan PT Hutchison 3 Indonesia (Tri Indonesia).Kesepakatan itu akan dieksekusi, setelah masing-masing induk usaha yaitu Ooredoo Q.P.S.C. dan CK Hutchison Holdings Limited memberikan restu atas aksi korporasi tersebut. Salah satu konsekuensinya, saham Pemerintah Indonesia di Indosat akan berkurang lagi.Dalam bahan paparan yang disampaikan Director & Chief Operating Officer Indosat Ooredoo Vikram Sinha, porsi saham pemerintah di ISAT berkurang dari 14,3 persen saat ini menjadi 9,6 persen saat kedua perusahaan resmi merger.Menurut Senior Vice President Corporate Communications Indosat Ooredoo, Steve Saerang, porsi saham pemerintah menjadi 9,6 persen masih perkiraan. Sebab masih akan ada rapat pemegang saham mengenai detail kepemilikan saham akibat aksi korporasi ini.""Nanti akan ada penjelasan tersendiri. Sekarang masih proses approval, nanti setelah itu kita akan kami berikan informasi lagi,"" katanya usai konferensi pers merger Indosat dan Tri di Gedung Indosat, Jakarta, Jumat (17/9). [kumparan]",https://www.gelora.co/2021/09/jokowi-pernah-janji-buyback-merger.html
Rocky Gerung Heran Ali Ngabalin Pejabat Negara Tapi Senang Rakyat Digusur,POLITIK,"GELORA.CO - Sikap Tenaga Ahli Utama Kantor Staf Presiden (KSP), Ali Mochtar Ngabalin dalam memandang somasi dari Sentul City kepada warga di Bojong Koneng, Babakan Madang, Kabupaten Bogor membuat pakar filsafat, Rocky Gerung bertanya-tanya.Rocky Gerung yang merupakan satu di antara ribuan warga Bojong Koneng yang mendapat somasi heran lantaran Ali Ngabalin senang saat mendapat kabar dirinya hendak digusur Sentul City.“Ngabalin senang betul saya mau digusur,"" katanya dalam video obrolan Rocky Gerung dengan anggota DPR RI Fadli Zon yang diunggah melalui channel YouTube Fadli Zon Official yang diunggah, Sabtu (18/9).Menurutnya, sikap itu aneh lantaran Ali Ngabalin saat ini adalah pejabat negara. Sebagai seorang pejabat negara, sambung Rocky Gerung, tidak semestinya merasa senang saat lahan rakyat akan digusur.“Dia pejabat negara, kok senang rakyat digusur,” tutupnya. [rmol]",https://www.gelora.co/2021/09/rocky-gerung-heran-ali-ngabalin-pejabat.html
"Polisi: Korban Penembakan di Tangerang Bukan Ustaz, tapi Paranormal",PERISTIWA,"GELORA.CO - Teka-teki penembakan seorang warga berinisial A (43) di Jalan Nean Saba, Kenciran, Tangerang ditembak orang tak dikenal (OTK), Sabtu (18/9) belum menemukan titik terang. Kasus itu masih ditangani kepolisian.Belakangan, diketahui bahwa korban bukan seorang ustaz, melainkan paranormal. Hal itu disampaikan Kabid Humas Polda Metro Jaya, Kombes Pol Yusri Yunus.“Dia bukan ustaz, sudah 20 tahun dikenal sebagai paranormal,” kata Yusri kepada kumparan, Minggu (19/9).Yusri menuturkan, selain paranormal, korban juga sebagai salah satu pengurus majelis taklim di masjid tersebut. Yusri berharap masyarakat tetap tenang menunggu penyelidikan.“Dia juga Ketua Majelis Taklim,” ujar Yusri.Sebelumnya, warga di Jalan Nean Saba, Kenciran, Tangerang dihebohkan dengan insiden penembakan oleh orang tak dikenal (OTK), Sabtu (18/9) kemarin. Dalam insiden itu seorang pria berinisial A menjadi korban.Dari hasil keterangan sejumlah saksi, diketahui pelaku penembakan sebanyak 2 orang tak dikenal. Mereka mengendarai motor saat melakukan aksinya. Korban meninggal akibat pendarahan di pinggang. [kumparan]",https://www.gelora.co/2021/09/polisi-korban-penembakan-di-tangerang.html
Ketua Majelis Taklim di Tangerang Tew*s Ditembak Usai Pulang Salat Magrib,PERISTIWA,"GELORA.CO - Seorang ketua majelis taklim berinisial A (43) di Pinang, Kota Tangerang tewas ditembak orang tak dikenal. A tewas ditembak usai menjalankan salat magrib berjamaah di masjid di sekitar kediamannya.Kabid Humas Polda Metro Jaya Kombes Yusri Yunus menyebut, A yang juga sebagai ketua majelis taklim itu ditembak di depan pintu rumahnya. Pelaku melepaskan satu tembakan ke arah korban.""Kejadiannya itu setelah pulang dari masjid, pas di depan pintu terus ada yang nembak satu kali,"" ujar Yusri kepada wartawan, Minggu (19/9/2021).Yusri mengatakan, pelaku diduga berjumlah dua orang. Berdasarkan keterangan saksi di lokasi, kedua pelaku diketahui menggunakan jaket ojek online (ojol).""Pelaku diduga dua orang, sekarang masih penyelidikan,"" terangnya.Diketahui, A tewas ditembak orang tak dikenal pada Sabtu (18/9) sekitar pukul 18.30 WIB. Korban tewas setelah tertembak di bagian pinggang.Korban sempat dilarikan ke RS Mulya Pinang, Kota Tangerang. Namun sayang, korban dinyatakan meninggal dunia sekitar pukul 19.17 WIB.(detik)",https://www.gelora.co/2021/09/ketua-majelis-taklim-di-tangerang-tews.html
Putri Papua Kecam Veronica Koman: Berapa Banyak Uang yang Kau Dapat dari Memalsukan Cerita HAM di Papua?,PERISTIWA,"GELORA.CO - Putri Indonesia Intelegensia 2015 asal Papua, Olvah Alhamid mengecam aktivis Hak Asasi Manusia, Veronica Koman atas komentarnya terkait pembunuhan tenaga kesehatan oleh Kelompok Kriminal Bersenjata (KKB) Papua.Olvah Alhamid menyindir berapa banyak uang yang didapatkan Voronica Komas dari memalsukan cerita HAM di Papua.Ia khususnya mengkritik pernyataan Voronica Koman yang menyinggung bahwa Tentara Nasional Indonesia (TNI) kerap memalsukan kronologi berbagai kejadian di Papua.“Heh iblis! Berapa banyak uang yang kau dapat dari memalsukan cerita HAM di Papua?” katanya pada Sabtu, 18 September 2021, seperti telah diterjemahkan oleh Terkini.id.Olvah Alhamid meminta Veronica Koman untuk berhenti meremehkan kehidupan orang lain.Ia menekankan bahwa HAM, khususnya hak untuk hidup, berlaku bagi semua orang di dunia ini, bukan hanya bagi orang Papuan.“Saya dari Papua dan saya menrntangmu 100%,” tegas perempuan yang bercita-cita menajdi menteri itu.Tak sampai di sana, Olvah Hamid juga menyindir Veronica Koman yang sibuk berkoar-koar soal HAM, namun diam saat banyak orang yang ditindas, diperkosa dan dibunuh.“Jangan kau pikir hanya orang Papua yang punya hak hidup di dunia ini. Ingat ya, saya asli Fakfak (Papua Barat) -Sarmi (Papua) dan saya mengutuk kau Veronica Koman DAJJAL!” katanya.Sebebelumnya, Voronica meminta otoritas untuk menyelidiki lebih jauh soal kasus terbunuhnya seorang suster dalam penyerangan KKB Papua.“Sangat seting, TNI memalsukan kronologi, termasuk beberapa bulan lalu ketika pendeta di Papua Barat dipaksa mengatakan bahwa OPM melecehkan para gadis,” katanya pada Sabtu, 18 September 2021. [terkini]",https://www.gelora.co/2021/09/putri-papua-kecam-veronica-koman-berapa.html
Pengumuman! Harga Pertamax Turbo Naik Jadi Rp 12.300/Liter,EKBIS,"GELORA.CO - Pertamina melalui PT Pertamina Patra Niaga, Sub Holding Commercial & Trading PT Pertamina (Persero) melakukan penyesuaian harga untuk 2 produk bahan bakar khusus (BBK) yang merupakan BBM non subsidi, yaitu Pertamax Turbo dan Pertamina Dex. Adapun harga baru kedua produk ini berlaku mulai tanggal 18 September 2021.Corporate Secretary PT Pertamina Patra Niaga SH C&T PT Pertamina (Persero), Putut Andriatno menjelaskan penyesuaian ini dilakukan dengan mengikuti perkembangan dari industri minyak dan gas.""Betul, telah disesuaikan harga hanya untuk Pertamax Turbo dan Pertamina Dex, produk lain tidak mengalami perubahan harga,"" ujar Putut dalam keterangan tertulis, Minggu (19/9/2021).Untuk Pertamax Turbo (RON 98) harga yang semula Rp 9.850 disesuaikan menjadi Rp 12.300 per liter. Sementara Pertamina Dex (CN 53) dengan harga awal Rp 10.200 kini menjadi Rp 11.150 per liter untuk wilayah dengan besaran pajak bahan bakar kendaraan bermotor (PBBKB) 5%.""Meski mengalami penyesuaian, harga Pertamax Turbo dan Pertamina Dex ini masih paling kompetitif jika dibandingkan dengan produk setara. Penyesuaian harga ini juga sudah sesuai dengan ketentuan yang berlaku, bahkan masih di bawah batas yang ditetapkan,"" terangnya.Meski begitu, Putut menjelaskan pihaknya tetap memberikan loyalty program bagi pengguna setia produk-produk berkualitas dan ramah lingkungan. Salah satunya adalah dengan hemat pembelian Pertamax Turbo dan Dex Series sebesar Rp 300 per liter menggunakan aplikasi MyPertamina hingga 30 September 2021 mendatang.""Ini merupakan bentuk sosialisasi serta edukasi berkelanjutan untuk mengajak masyarakat menggunakan BBM yang lebih baik serta lebih ramah lingkungan. Seperti yang kita tahu, dengan BBM yang tepat performa kendaraan akan makin baik, ditambah dengan makin efisien dan tentunya dampak emisinya lebih kecil bagi lingkungan,"" tukasnya.Untuk informasi lengkap mengenai seluruh harga produk Pertamina terbaru, masyarakat dapat mengakses website berikut https://pertamina.com/id/news-room/announcement atau dapat langsung menghubungi Pertamina Call Center (PCC) 135.(detik)",https://www.gelora.co/2021/09/pengumuman-harga-pertamax-turbo-naik.html
"M Kace 'Digulung' Hingga Babak Belur, Netizen Berterima Kasih ke Irjen Napoleon",SOSMED,"GELORA.CO -  Bareskrim membenarkan Muhammad Kace (tersangka kasus penistaan agama) dianiaya di Rutan. Irjen Napoleon Bonaparte diketahui menjadi terduga penganiaya korban bernama lengkap Muhamad Kosman itu.“Sudah tahu [pelakunya Irjen Napoleon], bertanya pula,” ujar Kabareskrim Komjen Agus Andrianto saat dimintai konfirmasi, Sabtu 18 September 2021.“Sudah diproses sidik, pelaku sesama tahanan [korban saat itu di ruang isolasi]. Pasca-kejadian proses langsung berjalan,” tutur dia dikutip dari CNNIndonesia.Agus mengungkapkan, Irjen Napoleon dan Kace sama-sama tahanan di Rutan Bareskrim Polri dan dugaan penganiyaan terjadi saat Muhammad Kace tengah menjalani isolasi setelah ditangkap. Dia diringkus setelah menjadi tersangka kasus dugaan penistaan agama. Sementara Napoleon Bonaparte divonis 4 tahun penjara karena menerima suap sebesar Sin$200 ribu atau sekitar Rp2.145.743.167 dan US$370 ribu atau sekitar Rp5.148.180.000 dari terpidana korupsi hak tagih (cessie) Bank Bali, Djoko Tjandra.Napoleon adalah Mantan Kepala Divisi Hubungan Internasional (Kadivhubinter) Polri.Sebelumnya, Kace membuat laporan ke Bareskrim Polri bahwa dirinya dianiaya oleh sesama tahanan di dalam rutan. Kerabat Muhammad Kace, Pendeta Saifuddin Ibrahim membeberkan  M Kece dipukul hingga babak belur dan setelah siuman, mukanya dilumuri kotoran manusia.Ia juga membeberkan, Kace itu dianiaya sehari setelah ditangkap oleh polisi di Bali pada Selasa, 24 Agustus dan dibawa ke Jakarta.Berdasarkan keterangan yang Saifuddin peroleh, penganiayaan terhadap M Kece di Rutan Bareskrim terjadi antara pukul 01.00 dini hari hingga pukul 03.00 WIB.Laporan polisi (LP) M Kace kini terdaftar dalam LP bernomor LP:0510/VIII/2021/Bareskrim. LP itu dibuat pada 26 Agustus 2021 atas nama Muhamad Kosman. Polri lantas segera melakukan gelar perkara untuk menentukan tersangka penganiayaan.Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan pihaknya telah memeriksa tiga saksi dan mengumpulkan bukti-bukti. “Kasusnya adalah pelapor melaporkan bahwa dirinya telah mendapat penganiayaan dari orang yang saat ini jadi tahanan di Bareskrim Polri,” ujar Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono dalam jumpa pers di kantornya, Jumat 17 September 2021.Diketahui, Kace ditangkap polisi pada 24 Agustus lalu di Banjar Untal-untal, Kuta Utara, Bali saat tengah bersembunyi dari kejaran polisi.Ia ditangkap buntut dari video ceramah yang diunggahnya berpolemik dan menuai kontroversi. Salah satu yang palimg disoroti ialah terkait kitab kuning dan Nabi Muhammad SAW yang diunggah dengan judul ‘Kitab Kuning Membingungkan’.Tanggapan NetizenSeperti diketahui, M Kace sebelumnya banyak membuat sejumlah masyarakat muslim geram karena menistakan agama, dan dianggap melecehkan Alquran.Dalam beberapa tayangan youtubenya yang beredar, M Kace terlihat memelintir ayat Alquran atau mengubahnya dengan mengganti kata kata tertentu.Sejumlah netizen pun malah menyampaikan terima kasih kepada Napoleon.“Terima kasih pak, sdh di wakili….Di lanjut aja pak Napoleon…  semangat truss ndan,” tulis akun Rizal Pradana.“mantap jendral,jangan kasih kendor ,iris tipis2 si kece…sehat selalu jendral 👍,” tulis Milo.“Alhamdulillah, terimakasih pak Napoleon Bonaparte,” tulis Masri riau. [terkini]",https://www.gelora.co/2021/09/m-kace-digulung-hingga-babak-belur.html
Sikap Ridwan Kamil Atas Sengketa di Bojong Koneng Pasti Berdampak pada Elektabilitas,POLITIK,"GELORA.CO - Kasus di Bojong Koneng, Babakan Madang, Bogor akan berpengaruh pada elektabilitas Gubernur Jawa Barat Ridwan Kamil yang berkeinginan menjadi presiden RI.Pengamat politik dari Universitas Al Azhar Indonesia (UAI) Ujang Komaruddin mengatakan bahwa apapun yang dilakukan Ridwan Kamil dalam menanggapi sengketa tanah antara pengembang besar Sentul City dan Rocky Gerung cs akan berpengaruh pada elektabilitas.""Besar atau kecil pasti ada dampaknya,” ujarnya kepada Kantor Berita Politik RMOL, Minggu (19/9).Ujang Komaruddin mengingatkan bahwa kasus ini menyangkut hajat hidup rakyat Bojong Koneng. Kasus ini juga telah masuk tataran pemberitaan nasional.Sehingga, tindakan yang akan dilakukan Kang Emil, apakah itu membela Sentul City atau warga Bojong Koneng akan dipantau oleh publik. Dari kebijakan Kang Emil itu, publik lantas akan menentukan pilihan apakah mantan Walikota Bandung tersebut layak lanjut sebagai presiden.""Dampak itu bisa terkait dengan citra maupun elektabilitasnya dirinya,” tandasnya. (RMOL)",https://www.gelora.co/2021/09/sikap-ridwan-kamil-atas-sengketa-di.html
Puisi Adhie Massardi untuk Ridwan Kamil: Jengkel di Bukit Sentul,POLITIK,"GELORA.CO - Jalan sastra dipilih Koordinator Gerakan Indonesia Bersih (GIB) Adhie M. Massardi dalam menyikapi upaya penggusuran tanah warga di Bojong Koneng, Babakan Madang, Bogor, Jawa Barat oleh pengembang Sentul City.Adhie Massardi yang beberapa waktu lalu berkunjung ke kediaman pakar filsafat, Rocky Gerung di Bojong Koneng merasa jengkel dengan upaya penggusuran tanah warga secara paksa. Sebab, Rocky Gerung dan warga lainnya yang sudah puluhan tahun menghuni lokasi tersebut, turut memiliki surat-surat yang menyatakan mereka adalah pemilik hak tanah.Rasa jengkel semakin menjadi-jadi lantaran tidak ada bantuan dari pemerintah untuk rakyat yang sedang terancam tak punya tempat tinggal. Gubernur Jawa Barat, Ridwan Kamil yang selalu mencitrakan diri dekat dengan rakyat terkesan diam dan tak juga segera menghentikan upaya penggusuran tersebut.Berikut petikan puisi berjudul “Jengkel di Bukit Sentul” karya Adhie M. Massardi yang diperuntukan bagi Gubernur Ridwan Kamil:Jengkel di Bukit Sentul (Untuk Gubernur Jawab Barat Ridwan Kamil)Tak ada suara yang lebih menjengkelkandari deru eskavatoryang digerakkan mesin kekuasaanketika embun belum sampai daundan kabut belum lagi larut.Tak ada pemandangan yang lebih merisaukandari melihat eskavatoryang terus menggedortembok dan pintu rumah rakyatyang dibangun secara hemat dan tetesan keringatMelihat pemandangan di Bukit SentulMelihat orang berduit dan orang berotot kumpulBelalai eskavator baja yang terus bekerjaTampak seperti cakar naga merah sedang marahKesabaran penduduk seakan malah menjadi kutukSebetulnya kenapa bukit terus diungkit?Sebetulnya kepada siapa tanah ini Tuhan berikan?Apakah Tuhan sudah berpaling dari orang miskinmilih bersekutu dengan taipan dan pemegang kekuasaan?Kadang-kadang pertanyaan begini tak bisa dibendungDi antara puing-puing berserakanDan batang-batang pohon yang ditumbangkanAku melihat tujuh tangkai anggrek tergolekMenanti datangnya batu kekuasaanYang menggelinding di punggung Bukit SentulAMM 18:0:21.(RMOL)",https://www.gelora.co/2021/09/puisi-adhie-massardi-untuk-ridwan-kamil.html
